,NLA12_ID,AreaSqKM,time
1508,NLA12_UT-418,118.528819,
1509,NLA12_UT-421,83.893896,
1510,NLA12_UT-422,0.1251,
1511,NLA12_UT-423,1.4436,
1512,NLA12_UT-424,10.125254,
1513,NLA12_VA-101,42.179867,
1514,NLA12_VA-102,11.231908,
1515,NLA12_VA-103,2.331609,
1516,NLA12_VA-104,19.571911,
1517,NLA12_VA-105,120.265229,
1518,NLA12_VA-106,12.589815,
1519,NLA12_VA-107,11.350446,
1520,NLA12_VA-108,36.991431,
1521,NLA12_VA-109,0.4113,
1522,NLA12_VA-110,27.691782,
1523,NLA12_VA-111,10.892296,
1524,NLA12_VA-112,2.2275,
1525,NLA12_VA-114,0.3303,
1526,NLA12_VA-116,1.465204,
1527,NLA12_VA-117,13.80021,
1528,NLA12_VA-118,1.117328,
1529,NLA12_VA-119,3.241503,
1530,NLA12_VA-121,5.425664,
1531,NLA12_VA-123,0.0909,
1532,NLA12_VA-124,0.345312,
1533,NLA12_VA-125,53.474816,
1534,NLA12_VA-126,4.534634,
1535,NLA12_VA-127,64.697857,
1536,NLA12_VA-130,7.701524,
1537,NLA12_VA-R01,40.682346,
1538,NLA12_VA-R05,11.66761,
1539,NLA12_VA-R06,17.988299,
1540,NLA12_VA-R14,0.1674,
1541,NLA12_VA-R17,10.841038,
1542,NLA12_VA-R18,0.471647,
1543,NLA12_VT-101,16.716663,
1544,NLA12_VT-102,21.968756,
1545,NLA12_VT-103,21263.76919,
1546,NLA12_VT-104,1.7604,
1547,NLA12_VT-106,1.246914,
1548,NLA12_VT-109,1.57268,
1549,NLA12_VT-110,2.198136,
1550,NLA12_VT-112,2.1258,
1551,NLA12_VT-113,0.702,
1552,NLA12_VT-114,11.801975,
1553,NLA12_VT-115,0.4014,
1554,NLA12_VT-R01,1.1358,
1555,NLA12_VT-R02,1.095403,
1556,NLA12_WA-101,1.2456,
1557,NLA12_WA-102,5.589953,
1558,NLA12_WA-103,52.7904,
1559,NLA12_WA-104,202086.6719,
1560,NLA12_WA-106,6.943275,
1561,NLA12_WA-107,156.863507,
1562,NLA12_WA-108,79.975144,
1563,NLA12_WA-109,0.7524,
1564,NLA12_WA-110,7.456965,
1565,NLA12_WA-111,37.861708,
1566,NLA12_WA-112,2.308265,
1567,NLA12_WA-114,439.735429,
1568,NLA12_WA-115,1.0881,
1569,NLA12_WA-116,8.309484,
1570,NLA12_WA-117,0.3987,
1571,NLA12_WA-118,34.8435,
1572,NLA12_WA-119,6.162202,
1573,NLA12_WA-120,12.689397,
1574,NLA12_WA-121,1.9692,
1575,NLA12_WA-122,1.352614,
1576,NLA12_WA-124,9.3429,
1577,NLA12_WA-125,8.442186,
1578,NLA12_WA-126,12.741926,
1579,NLA12_WA-127,0.495,
1580,NLA12_WA-128,37.7037,
1581,NLA12_WA-129,0.1314,
1582,NLA12_WA-131,2.0331,
1583,NLA12_WA-133,7.75291,
1584,NLA12_WA-135,0.976389,
1585,NLA12_WA-138,0.5544,
1586,NLA12_WA-139,0.286082,
1587,NLA12_WA-141,2.1987,
1588,NLA12_WA-143,2.5596,
1589,NLA12_WA-146,5.461693,
1590,NLA12_WA-147,3.3579,
1591,NLA12_WA-149,1.726288,
1592,NLA12_WA-150,0.861036,
1593,NLA12_WA-151,557.186098,
1594,NLA12_WA-153,0.0387,
1595,NLA12_WA-154,0.108,
1596,NLA12_WA-155,51.539839,
1597,NLA12_WA-157,11.277069,
1598,NLA12_WA-158,3.1833,
1599,NLA12_WA-159,0.5337,
1600,NLA12_WA-165,1.639958,
1601,NLA12_WA-167,3.9681,
1602,NLA12_WA-177,0.3942,
1603,NLA12_WA-178,35.973894,
1604,NLA12_WA-R08,2.6541,
1605,NLA12_WA-R09,195263.6582,
1606,NLA12_WA-R10,5.208749,
1607,NLA12_WA-R11,0.1269,
1608,NLA12_WI-101,909.950686,
1609,NLA12_WI-102,222.159004,
1610,NLA12_WI-103,40.095091,
1611,NLA12_WI-104,71.96256,
1612,NLA12_WI-106,24.914977,
1613,NLA12_WI-107,172.120811,
1614,NLA12_WI-108,284.826429,
1615,NLA12_WI-109,805.38129,
1616,NLA12_WI-110,0.16699,
1617,NLA12_WI-111,4.8699,
1618,NLA12_WI-112,0.5589,
1619,NLA12_WI-113,1.3023,
1620,NLA12_WI-115,0.3258,
1621,NLA12_WI-117,3.2913,
1622,NLA12_WI-119,0.6111,
1623,NLA12_WI-120,0.9351,
1624,NLA12_WI-122,0.1476,
1625,NLA12_WI-123,1.1871,
1626,NLA12_WI-127,1.1817,
1627,NLA12_WI-128,3.997237,
1628,NLA12_WI-129,0.1737,
1629,NLA12_WI-131,32.127243,
1630,NLA12_WI-132,79.015872,
1631,NLA12_WI-133,3.096829,
1632,NLA12_WI-134,2.3949,
1633,NLA12_WI-135,4.7421,
1634,NLA12_WI-136,144.213398,
1635,NLA12_WI-138,1.539,
1636,NLA12_WI-140,854.967158,
1637,NLA12_WI-142,1.3671,
1638,NLA12_WI-144,3.5361,
1639,NLA12_WI-145,0.468,
1640,NLA12_WI-147,21.277606,
1641,NLA12_WI-151,1.5102,
1642,NLA12_WI-152,105.272444,
1643,NLA12_WI-153,0.0747,
1644,NLA12_WI-154,0.3384,
1645,NLA12_WI-155,40.237641,
1646,NLA12_WI-157,18.022059,
1647,NLA12_WI-161,10.688307,
1648,NLA12_WI-163,6.85189,
1649,NLA12_WI-166,24.211368,
1650,NLA12_WI-168,30.248434,
1651,NLA12_WI-170,2.8494,
1652,NLA12_WI-171,0.9072,
1653,NLA12_WI-172,190.742509,
1654,NLA12_WI-173,74.694606,
1655,NLA12_WI-174,0.1647,
1656,NLA12_WI-176,17.386074,
1657,NLA12_WI-179,14.356374,
1658,NLA12_WI-180,7.9659,
1659,NLA12_WI-181,48.987759,
1660,NLA12_WI-183,1.1061,
1661,NLA12_WI-187,0.1764,
1662,NLA12_WI-188,0.9504,
1663,NLA12_WI-R06,3.4713,
1664,NLA12_WI-R08,0.3681,
1665,NLA12_WI-R11,1.8774,
1666,NLA12_WI-R12,1.0242,
1667,NLA12_WI-R13,5.8077,
1668,NLA12_WV-101,4.857048,
1669,NLA12_WV-102,422.464006,
1670,NLA12_WV-103,17.38527,
1671,NLA12_WV-105,16.0388,
1672,NLA12_WV-106,261.958876,
1673,NLA12_WV-111,5.996197,
1674,NLA12_WV-112,0.8271,
1675,NLA12_WV-113,11.715089,
1676,NLA12_WV-114,13.911085,
1677,NLA12_WV-115,26.299442,
1678,NLA12_WV-R01,1.155781,
1679,NLA12_WY-101,1.555795,
1680,NLA12_WY-102,50834.75541,
1681,NLA12_WY-103,258.565331,
1682,NLA12_WY-104,148.690302,
1683,NLA12_WY-105,1016.317862,
1684,NLA12_WY-106,19953.71953,
1685,NLA12_WY-107,891.55092,
1686,NLA12_WY-108,38.415245,
1687,NLA12_WY-109,0.725553,
1688,NLA12_WY-112,1.1691,
1689,NLA12_WY-113,10.0296,
1690,NLA12_WY-115,174.69011,
1691,NLA12_WY-116,7.740458,
1692,NLA12_WY-117,8.738906,
1693,NLA12_WY-118,0.533967,
1694,NLA12_WY-119,0.2169,
1695,NLA12_WY-120,288.100052,
1696,NLA12_WY-121,52.049584,
1697,NLA12_WY-124,2087.684713,
1698,NLA12_WY-125,1.6857,
1699,NLA12_WY-127,16.928177,
1700,NLA12_WY-128,0.0792,
1701,NLA12_WY-129,1.5624,
1702,NLA12_WY-130,0.6687,
1703,NLA12_WY-131,711.054031,
1704,NLA12_WY-133,2.683184,
1705,NLA12_WY-134,18.396988,
1706,NLA12_WY-135,38.487114,
1707,NLA12_WY-136,28.436657,
1708,NLA12_WY-137,3.711461,
1709,NLA12_WY-138,4.720435,
1710,NLA12_WY-141,0.4833,
1711,NLA12_WY-143,39.596772,
1712,NLA12_WY-145,23.896377,
1713,NLA12_WY-147,10853.02337,
1714,NLA12_WY-149,0.885307,
1715,NLA12_WY-151,54.16259,
1716,NLA12_WY-R01,39.041368,
1717,NLA12_WY-R02,81.375103,
1718,NLA12_WY-R04,1.2051,
1719,NLA12_WY-R08,0.4518,
